GLOBALEVENTID,SQLDATE,ActionGeo_FullName,EventCode,GoldsteinScale,NumArticles,AvgTone,SOURCEURL,City,Date
1287208897.0,20260203.0,"Warsaw, (PL67), Poland",40.0,1.0,8,3.78378378378378,,Warsaw,
1287274578.0,20260203.0,"Warsaw, (PL67), Poland",90.0,-2.0,8,-1.22690903861967,,Warsaw,
1287351531.0,20260203.0,"Warsaw, (PL67), Poland",128.0,-5.0,1,-4.70829068577277,,Warsaw,
1287338206.0,20260203.0,"Warsaw, (PL67), Poland",43.0,2.8,8,-1.70203359858533,,Warsaw,
1287265555.0,20260203.0,"Warsaw, (PL67), Poland",43.0,2.8,1,-2.31660231660232,,Warsaw,
1287210331.0,20260203.0,"Warsaw, (PL67), Poland",100.0,-5.0,112,1.02599466055231,,Warsaw,
1287289336.0,20260203.0,"Warsaw, (PL67), Poland",60.0,6.0,3,-3.97727272727273,,Warsaw,
1287348190.0,20260203.0,"Warsaw, (PL67), Poland",30.0,4.0,2,-1.44385026737968,,Warsaw,
1287100373.0,20260202.0,"Warsaw, (PL67), Poland",100.0,-5.0,4,0.24096385542169,,Warsaw,
1287099723.0,20260202.0,"Warsaw, (PL67), Poland",20.0,3.0,1,0.24096385542169,,Warsaw,
1287153569.0,20260202.0,"Warsaw, (PL67), Poland",192.0,-9.5,10,-4.91803278688525,,Warsaw,
1287065097.0,20260202.0,"Warsaw, (PL67), Poland",190.0,-10.0,2,-7.05882352941176,,Warsaw,
1287071028.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,5,-6.11855845089338,,Warsaw,
1287159346.0,20260202.0,"Warsaw, (PL67), Poland",20.0,3.0,2,-1.39634801288936,,Warsaw,
1287050337.0,20260202.0,"Warsaw, (PL67), Poland",10.0,0.0,10,2.30414746543779,,Warsaw,
1287071027.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,5,-6.11855845089338,,Warsaw,
1287100372.0,20260202.0,"Warsaw, (PL67), Poland",20.0,3.0,1,0.24096385542169,,Warsaw,
1287161201.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,3,-5.21885521885522,,Warsaw,
1287116990.0,20260202.0,"Warsaw, (PL67), Poland",10.0,0.0,2,-0.52677787532923,,Warsaw,
1287053695.0,20260202.0,"Warsaw, (PL67), Poland",831.0,5.0,4,0.427350427350425,,Warsaw,
1287086651.0,20260202.0,"Warsaw, (PL67), Poland",14.0,0.0,16,-0.23255813953488,,Warsaw,
1287053976.0,20260202.0,"Warsaw, (PL67), Poland",30.0,4.0,4,0.427350427350425,,Warsaw,
1287086646.0,20260202.0,"Warsaw, (PL67), Poland",110.0,-2.0,12,-0.23255813953488,,Warsaw,
1287153568.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,1,-4.91803278688525,,Warsaw,
1287119364.0,20260202.0,"Warsaw, (PL67), Poland",128.0,-5.0,55,-4.70829068577277,,Warsaw,
1287159311.0,20260202.0,"Warsaw, (PL67), Poland",30.0,4.0,4,-1.39634801288936,,Warsaw,
1287153565.0,20260202.0,"Warsaw, (PL67), Poland",193.0,-10.0,1,-4.91803278688525,,Warsaw,
1287017930.0,20260202.0,"Warsaw, (PL67), Poland",60.0,6.0,5,-6.35268346111719,,Warsaw,
1287086647.0,20260202.0,"Warsaw, (PL67), Poland",110.0,-2.0,8,-0.23255813953488,,Warsaw,
1287159310.0,20260202.0,"Warsaw, (PL67), Poland",30.0,4.0,1,-1.39634801288936,,Warsaw,
1287119365.0,20260202.0,"Warsaw, (PL67), Poland",128.0,-5.0,22,-4.70829068577277,,Warsaw,
1287068243.0,20260202.0,"Warsaw, (PL67), Poland",100.0,-5.0,3,2.05215327778227,,Warsaw,
1287142608.0,20260202.0,"Warsaw, (PL67), Poland",10.0,0.0,5,-4.20560747663552,,Warsaw,
1287159337.0,20260202.0,"Warsaw, (PL67), Poland",30.0,4.0,2,-1.39634801288936,,Warsaw,
1287153273.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,2,-4.91803278688525,,Warsaw,
1287052211.0,20260202.0,"Warsaw, (PL67), Poland",10.0,0.0,3,-1.63265306122448,,Warsaw,
1287161200.0,20260202.0,"Warsaw, (PL67), Poland",138.0,-7.0,10,-5.21885521885522,,Warsaw,
1287070273.0,20260202.0,"Warsaw, (PL67), Poland",10.0,0.0,20,-6.11855845089338,,Warsaw,
1287070274.0,20260202.0,"Warsaw, (PL67), Poland",10.0,0.0,15,-6.11855845089338,,Warsaw,
1287159336.0,20260202.0,"Warsaw, (PL67), Poland",30.0,4.0,1,-1.39634801288936,,Warsaw,
1287142937.0,20260202.0,"Warsaw, (PL67), Poland",111.0,-2.0,10,-4.20560747663552,,Warsaw,
1287153274.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,1,-4.91803278688525,,Warsaw,
1287071033.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,3,1.90114068441064,,Warsaw,
1287160918.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,3,-5.21885521885522,,Warsaw,
1287119363.0,20260202.0,"Warsaw, (PL67), Poland",128.0,-5.0,11,-4.70829068577277,,Warsaw,
1287153567.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,2,-4.91803278688525,,Warsaw,
1287099714.0,20260202.0,"Warsaw, (PL67), Poland",20.0,3.0,1,0.24096385542169,,Warsaw,
1287086614.0,20260202.0,"Warsaw, (PL67), Poland",57.0,8.0,20,-0.23255813953488,,Warsaw,
1287086650.0,20260202.0,"Warsaw, (PL67), Poland",14.0,0.0,4,-0.23255813953488,,Warsaw,
1287068295.0,20260202.0,"Warsaw, (PL67), Poland",46.0,7.0,3,2.12765957446809,,Warsaw,
1287100371.0,20260202.0,"Warsaw, (PL67), Poland",20.0,3.0,4,0.24096385542169,,Warsaw,
1287053696.0,20260202.0,"Warsaw, (PL67), Poland",120.0,-4.0,4,0.427350427350425,,Warsaw,
1287067998.0,20260202.0,"Warsaw, (PL67), Poland",100.0,-5.0,24,1.59935592219213,,Warsaw,
1287071029.0,20260202.0,"Warsaw, (PL67), Poland",40.0,1.0,15,-6.11855845089338,,Warsaw,
1287099415.0,20260202.0,"Warsaw, (PL67), Poland",26.0,4.0,2,0.24096385542169,,Warsaw,
1287153564.0,20260202.0,"Warsaw, (PL67), Poland",193.0,-10.0,2,-4.91803278688525,,Warsaw,
1287065095.0,20260202.0,"Warsaw, (PL67), Poland",190.0,-10.0,4,-7.05882352941176,,Warsaw,
1286939132.0,20260201.0,"Warsaw, (PL67), Poland",30.0,4.0,6,-2.01612903225807,,Warsaw,
1286889669.0,20260201.0,"Warsaw, (PL67), Poland",71.0,7.4,10,1.22699386503067,,Warsaw,
1286940451.0,20260201.0,"Warsaw, (PL67), Poland",120.0,-4.0,2,-3.2448377581121,,Warsaw,
1286905050.0,20260201.0,"Warsaw, (PL67), Poland",42.0,1.9,3,2.21606648199446,,Warsaw,
1286965874.0,20260201.0,"Warsaw, (PL67), Poland",10.0,0.0,6,1.88679245283019,,Warsaw,
1286965892.0,20260201.0,"Warsaw, (PL67), Poland",70.0,7.0,2,1.88679245283019,,Warsaw,
1286890695.0,20260201.0,"Warsaw, (PL67), Poland",61.0,6.4,10,2.7027027027027,,Warsaw,
1286898572.0,20260201.0,"Warsaw, (PL67), Poland",100.0,-5.0,6,-7.47663551401869,,Warsaw,
1286890645.0,20260201.0,"Warsaw, (PL67), Poland",36.0,4.0,10,1.79372197309417,,Warsaw,
1286965395.0,20260201.0,"Warsaw, (PL67), Poland",43.0,2.8,2,1.88679245283019,,Warsaw,
1286965811.0,20260201.0,"Warsaw, (PL67), Poland",43.0,2.8,2,1.88679245283019,,Warsaw,
1286939982.0,20260201.0,"Warsaw, (PL67), Poland",190.0,-10.0,2,-3.2448377581121,,Warsaw,
1286940452.0,20260201.0,"Warsaw, (PL67), Poland",10.0,0.0,3,-3.2448377581121,,Warsaw,
1286940453.0,20260201.0,"Warsaw, (PL67), Poland",190.0,-10.0,4,-3.2448377581121,,Warsaw,
1286938764.0,20260201.0,"Warsaw, (PL67), Poland",46.0,7.0,2,0.22727272727272,,Warsaw,
1286965930.0,20260201.0,"Warsaw, (PL67), Poland",42.0,1.9,2,1.88679245283019,,Warsaw,
1286939131.0,20260201.0,"Warsaw, (PL67), Poland",30.0,4.0,2,-2.01612903225807,,Warsaw,
1286965890.0,20260201.0,"Warsaw, (PL67), Poland",42.0,1.9,2,1.88679245283019,,Warsaw,
1288085507.0,20260201.0,"Warsaw, (PL67), Poland",90.0,-2.0,3,-1.05217010083297,,Warsaw,
1286898573.0,20260201.0,"Warsaw, (PL67), Poland",60.0,6.0,6,-7.47663551401869,,Warsaw,
1286891087.0,20260201.0,"Warsaw, (PL67), Poland",36.0,4.0,10,1.79372197309417,,Warsaw,
1286898575.0,20260201.0,"Warsaw, (PL67), Poland",100.0,-5.0,6,-7.47663551401869,,Warsaw,
1286798427.0,20260131.0,"Warsaw, (PL67), Poland",42.0,1.9,10,-0.59347181008902,,Warsaw,
1286868131.0,20260131.0,"Warsaw, (PL67), Poland",43.0,2.8,3,1.03092783505154,,Warsaw,
1286868135.0,20260131.0,"Warsaw, (PL67), Poland",46.0,7.0,1,1.03092783505154,,Warsaw,
1286798893.0,20260131.0,"Warsaw, (PL67), Poland",90.0,-2.0,1,-0.59347181008902,,Warsaw,
1286798892.0,20260131.0,"Warsaw, (PL67), Poland",90.0,-2.0,1,-0.59347181008902,,Warsaw,
1286867897.0,20260131.0,"Warsaw, (PL67), Poland",46.0,7.0,1,1.03092783505154,,Warsaw,
1286801384.0,20260131.0,"Warsaw, (PL67), Poland",20.0,3.0,2,3.02338847689675,,Warsaw,
1286868128.0,20260131.0,"Warsaw, (PL67), Poland",46.0,7.0,3,1.03092783505154,,Warsaw,
1286801671.0,20260131.0,"Warsaw, (PL67), Poland",10.0,0.0,10,0.256556766040007,,Warsaw,
1286798597.0,20260131.0,"Warsaw, (PL67), Poland",90.0,-2.0,3,-0.59347181008902,,Warsaw,
1286843058.0,20260131.0,"Warsaw, (PL67), Poland",40.0,1.0,8,5.20393811533052,,Warsaw,
1286868026.0,20260131.0,"Warsaw, (PL67), Poland",42.0,1.9,1,1.03092783505154,,Warsaw,
1286802839.0,20260131.0,"Warsaw, (PL67), Poland",71.0,7.4,10,1.31578947368421,,Warsaw,
1286867865.0,20260131.0,"Warsaw, (PL67), Poland",51.0,3.4,5,1.03092783505154,,Warsaw,
1286798601.0,20260131.0,"Warsaw, (PL67), Poland",90.0,-2.0,2,-0.59347181008902,,Warsaw,
1286867739.0,20260131.0,"Warsaw, (PL67), Poland",46.0,7.0,3,1.03092783505154,,Warsaw,
1286868134.0,20260131.0,"Warsaw, (PL67), Poland",46.0,7.0,3,1.03092783505154,,Warsaw,
1286802673.0,20260131.0,"Warsaw, (PL67), Poland",150.0,-7.2,6,1.31578947368421,,Warsaw,
1286806654.0,20260131.0,"Warsaw, (PL67), Poland",36.0,4.0,10,4.08163265306122,,Warsaw,
1286822895.0,20260131.0,"Warsaw, (PL67), Poland",51.0,3.4,4,4.11764705882353,,Warsaw,
1286801385.0,20260131.0,"Warsaw, (PL67), Poland",20.0,3.0,10,3.02338847689675,,Warsaw,
1286798891.0,20260131.0,"Warsaw, (PL67), Poland",43.0,2.8,10,-0.59347181008902,,Warsaw,
1286867896.0,20260131.0,"Warsaw, (PL67), Poland",46.0,7.0,3,1.03092783505154,,Warsaw,
1286868136.0,20260131.0,"Warsaw, (PL67), Poland",43.0,2.8,1,1.03092783505154,,Warsaw,
1286746080.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,4,-4.09356725146199,,Warsaw,
1286611295.0,20260130.0,"Warsaw, (PL67), Poland",51.0,3.4,2,1.95280716029292,,Warsaw,
1286610711.0,20260130.0,"Warsaw, (PL67), Poland",42.0,1.9,10,1.95280716029292,,Warsaw,
1286746399.0,20260130.0,"Warsaw, (PL67), Poland",112.0,-2.0,5,-4.09356725146199,,Warsaw,
1286650498.0,20260130.0,"Warsaw, (PL67), Poland",10.0,0.0,4,-4.80769230769231,,Warsaw,
1286691739.0,20260130.0,"Warsaw, (PL67), Poland",57.0,8.0,6,1.93564605329311,,Warsaw,
1286648087.0,20260130.0,"Warsaw, (PL67), Poland",20.0,3.0,2,-0.56980056980057,,Warsaw,
1286746396.0,20260130.0,"Warsaw, (PL67), Poland",112.0,-2.0,1,-4.09356725146199,,Warsaw,
1286650499.0,20260130.0,"Warsaw, (PL67), Poland",141.0,-6.5,10,10.1754385964912,,Warsaw,
1286745996.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,4,-4.09356725146199,,Warsaw,
1286746401.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,3,-4.09356725146199,,Warsaw,
1286746400.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,3,-4.09356725146199,,Warsaw,
1286746394.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,1,-4.09356725146199,,Warsaw,
1286611296.0,20260130.0,"Warsaw, (PL67), Poland",90.0,-2.0,8,1.95280716029292,,Warsaw,
1286746087.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,10,-4.09356725146199,,Warsaw,
1286746397.0,20260130.0,"Warsaw, (PL67), Poland",112.0,-2.0,1,-4.09356725146199,,Warsaw,
1286691740.0,20260130.0,"Warsaw, (PL67), Poland",57.0,8.0,9,1.93564605329311,,Warsaw,
1286741021.0,20260130.0,"Warsaw, (PL67), Poland",186.0,-10.0,10,-5.02793296089385,,Warsaw,
1286746392.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,1,-4.09356725146199,,Warsaw,
1286603682.0,20260130.0,"Warsaw, (PL67), Poland",114.0,-2.0,5,-9.55932203389833,,Warsaw,
1286604493.0,20260130.0,"Warsaw, (PL67), Poland",20.0,3.0,7,-9.55932203389833,,Warsaw,
1286724507.0,20260130.0,"Warsaw, (PL67), Poland",57.0,8.0,2,0.0,,Warsaw,
1286745997.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,6,-4.09356725146199,,Warsaw,
1286691741.0,20260130.0,"Warsaw, (PL67), Poland",57.0,8.0,15,1.93564605329311,,Warsaw,
1286611293.0,20260130.0,"Warsaw, (PL67), Poland",43.0,2.8,10,1.95280716029292,,Warsaw,
1286746398.0,20260130.0,"Warsaw, (PL67), Poland",75.0,7.0,2,-4.09356725146199,,Warsaw,
1286501228.0,20260129.0,"Warsaw, (PL67), Poland",42.0,1.9,2,-3.17124735729387,,Warsaw,
1286420742.0,20260129.0,"Warsaw, (PL67), Poland",36.0,4.0,5,-1.13636363636364,,Warsaw,
1286481274.0,20260129.0,"Warsaw, (PL67), Poland",192.0,-9.5,2,0.0,,Warsaw,
1286501285.0,20260129.0,"Warsaw, (PL67), Poland",190.0,-10.0,8,-3.17124735729387,,Warsaw,
1286517387.0,20260129.0,"Warsaw, (PL67), Poland",20.0,3.0,2,-2.22355769230769,,Warsaw,
1286501231.0,20260129.0,"Warsaw, (PL67), Poland",10.0,0.0,2,-3.17124735729387,,Warsaw,
1286501232.0,20260129.0,"Warsaw, (PL67), Poland",40.0,1.0,2,-3.17124735729387,,Warsaw,
1286501230.0,20260129.0,"Warsaw, (PL67), Poland",10.0,0.0,2,-3.17124735729387,,Warsaw,
1286501237.0,20260129.0,"Warsaw, (PL67), Poland",10.0,0.0,2,-3.17124735729387,,Warsaw,
1286542980.0,20260129.0,"Warsaw, (PL67), Poland",1712.0,-9.2,10,-3.125,,Warsaw,
1286452970.0,20260129.0,"Warsaw, (PL67), Poland",20.0,3.0,2,-2.34505862646566,,Warsaw,
1286486679.0,20260129.0,"Warsaw, (PL67), Poland",112.0,-2.0,1,-6.35528330781011,,Warsaw,
1286453376.0,20260129.0,"Warsaw, (PL67), Poland",192.0,-9.5,4,-2.34505862646566,,Warsaw,
1286544905.0,20260129.0,"Warsaw, (PL67), Poland",50.0,3.5,5,4.28571428571428,,Warsaw,
1286384534.0,20260129.0,"Warsaw, (PL67), Poland",36.0,4.0,10,5.62659846547314,,Warsaw,
1286383150.0,20260129.0,"Warsaw, (PL67), Poland",36.0,4.0,10,5.62659846547314,,Warsaw,
1286543591.0,20260129.0,"Warsaw, (PL67), Poland",12.0,-0.4,10,-3.125,,Warsaw,
1286545244.0,20260129.0,"Warsaw, (PL67), Poland",43.0,2.8,5,-4.01337792642141,,Warsaw,
1286501234.0,20260129.0,"Warsaw, (PL67), Poland",42.0,1.9,2,-3.17124735729387,,Warsaw,
1286571922.0,20260129.0,"Warsaw, (PL67), Poland",130.0,-4.4,4,-8.25688073394496,,Warsaw,
1286452796.0,20260129.0,"Warsaw, (PL67), Poland",20.0,3.0,6,-2.34505862646566,,Warsaw,
1286394207.0,20260129.0,"Warsaw, (PL67), Poland",51.0,3.4,10,-2.46913580246913,,Warsaw,
1286500713.0,20260129.0,"Warsaw, (PL67), Poland",110.0,-2.0,3,-3.17124735729387,,Warsaw,
1286441282.0,20260129.0,"Warsaw, (PL67), Poland",51.0,3.4,46,5.51200960450604,,Warsaw,
1286400666.0,20260129.0,"Warsaw, (PL67), Poland",10.0,0.0,24,-3.84055062528202,,Warsaw,
1286442133.0,20260129.0,"Warsaw, (PL67), Poland",51.0,3.4,14,5.51200960450604,,Warsaw,
1286545245.0,20260129.0,"Warsaw, (PL67), Poland",42.0,1.9,5,-4.01337792642141,,Warsaw,
1286458650.0,20260129.0,"Warsaw, (PL67), Poland",40.0,1.0,5,0.31194295900179,,Warsaw,
1286486395.0,20260129.0,"Warsaw, (PL67), Poland",10.0,0.0,17,-3.87052298272102,,Warsaw,
1286517288.0,20260129.0,"Warsaw, (PL67), Poland",43.0,2.8,2,-2.22355769230769,,Warsaw,
1286571855.0,20260129.0,"Warsaw, (PL67), Poland",57.0,8.0,8,-6.66666666666667,,Warsaw,
1286516359.0,20260129.0,"Warsaw, (PL67), Poland",42.0,1.9,2,-2.22355769230769,,Warsaw,
1286501226.0,20260129.0,"Warsaw, (PL67), Poland",36.0,4.0,2,-3.17124735729387,,Warsaw,
1286500931.0,20260129.0,"Warsaw, (PL67), Poland",43.0,2.8,2,-3.17124735729387,,Warsaw,
1286501239.0,20260129.0,"Warsaw, (PL67), Poland",10.0,0.0,4,-3.17124735729387,,Warsaw,
1286517389.0,20260129.0,"Warsaw, (PL67), Poland",874.0,10.0,2,-2.22355769230769,,Warsaw,
1286461056.0,20260129.0,"Warsaw, (PL67), Poland",46.0,7.0,10,1.18662351672061,,Warsaw,
1286500782.0,20260129.0,"Warsaw, (PL67), Poland",160.0,-4.0,4,-3.17124735729387,,Warsaw,
1286545246.0,20260129.0,"Warsaw, (PL67), Poland",120.0,-4.0,5,-4.01337792642141,,Warsaw,
1286571924.0,20260129.0,"Warsaw, (PL67), Poland",57.0,8.0,8,-6.66666666666667,,Warsaw,
1286500712.0,20260129.0,"Warsaw, (PL67), Poland",30.0,4.0,3,-3.17124735729387,,Warsaw,
1286421207.0,20260129.0,"Warsaw, (PL67), Poland",36.0,4.0,5,-1.13636363636364,,Warsaw,
1286452795.0,20260129.0,"Warsaw, (PL67), Poland",20.0,3.0,2,-2.34505862646566,,Warsaw,
1286501471.0,20260129.0,"Warsaw, (PL67), Poland",43.0,2.8,2,-3.17124735729387,,Warsaw,
1286501469.0,20260129.0,"Warsaw, (PL67), Poland",40.0,1.0,2,-3.17124735729387,,Warsaw,
1286500709.0,20260129.0,"Warsaw, (PL67), Poland",110.0,-2.0,2,-3.17124735729387,,Warsaw,
1286241125.0,20260128.0,"Warsaw, (PL67), Poland",43.0,2.8,6,0.37878787878788,,Warsaw,
1286307091.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,2,-0.28248587570622,,Warsaw,
1286272924.0,20260128.0,"Warsaw, (PL67), Poland",50.0,3.5,3,5.64853556485356,,Warsaw,
1286203140.0,20260128.0,"Warsaw, (PL67), Poland",190.0,-10.0,6,0.0,,Warsaw,
1286241640.0,20260128.0,"Warsaw, (PL67), Poland",43.0,2.8,4,0.37878787878788,,Warsaw,
1286194099.0,20260128.0,"Warsaw, (PL67), Poland",130.0,-4.4,2,-3.88127853881279,,Warsaw,
1286318788.0,20260128.0,"Warsaw, (PL67), Poland",124.0,-4.0,5,-2.50990752972259,,Warsaw,
1286306373.0,20260128.0,"Warsaw, (PL67), Poland",71.0,7.4,10,-4.40528634361233,,Warsaw,
1286319575.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,6,-5.48523206751055,,Warsaw,
1286326042.0,20260128.0,"Warsaw, (PL67), Poland",20.0,3.0,1,-1.953125,,Warsaw,
1286220225.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,4,-2.35268747590945,,Warsaw,
1286304144.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,4,-1.78372352285396,,Warsaw,
1286241647.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,2,0.37878787878788,,Warsaw,
1286272927.0,20260128.0,"Warsaw, (PL67), Poland",110.0,-2.0,1,5.64853556485356,,Warsaw,
1286206043.0,20260128.0,"Warsaw, (PL67), Poland",60.0,6.0,2,4.24469413233458,,Warsaw,
1286319096.0,20260128.0,"Warsaw, (PL67), Poland",124.0,-4.0,2,-2.50990752972259,,Warsaw,
1286299274.0,20260128.0,"Warsaw, (PL67), Poland",112.0,-2.0,10,-6.00226500566251,,Warsaw,
1286241168.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,6,0.37878787878788,,Warsaw,
1286241409.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,8,0.37878787878788,,Warsaw,
1286241070.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,10,0.37878787878788,,Warsaw,
1286303371.0,20260128.0,"Warsaw, (PL67), Poland",80.0,5.0,1,-1.78372352285396,,Warsaw,
1286241649.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,10,0.37878787878788,,Warsaw,
1286306705.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,5,-0.28248587570622,,Warsaw,
1286186201.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,10,-5.80912863070539,,Warsaw,
1286220233.0,20260128.0,"Warsaw, (PL67), Poland",154.0,-7.2,6,-2.35268747590945,,Warsaw,
1286241085.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,14,0.37878787878788,,Warsaw,
1286241619.0,20260128.0,"Warsaw, (PL67), Poland",43.0,2.8,2,0.37878787878788,,Warsaw,
1286241485.0,20260128.0,"Warsaw, (PL67), Poland",61.0,6.4,4,0.37878787878788,,Warsaw,
1286241644.0,20260128.0,"Warsaw, (PL67), Poland",43.0,2.8,2,0.37878787878788,,Warsaw,
1286220231.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,4,-2.35268747590945,,Warsaw,
1286220160.0,20260128.0,"Warsaw, (PL67), Poland",193.0,-10.0,20,-2.35268747590945,,Warsaw,
1286241473.0,20260128.0,"Warsaw, (PL67), Poland",61.0,6.4,6,0.37878787878788,,Warsaw,
1286203139.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,4,0.0,,Warsaw,
1286319576.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,2,-5.48523206751055,,Warsaw,
1286326947.0,20260128.0,"Warsaw, (PL67), Poland",120.0,-4.0,10,0.52459016393443,,Warsaw,
1286326383.0,20260128.0,"Warsaw, (PL67), Poland",114.0,-2.0,5,-9.57880434782607,,Warsaw,
1286241634.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,13,-1.74822974936225,,Warsaw,
1286259999.0,20260128.0,"Warsaw, (PL67), Poland",128.0,-5.0,1,0.36337209302325,,Warsaw,
1286208398.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,20,-3.76417820497935,,Warsaw,
1286194345.0,20260128.0,"Warsaw, (PL67), Poland",130.0,-4.4,2,-3.88127853881279,,Warsaw,
1286259606.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,2,0.36337209302325,,Warsaw,
1286306095.0,20260128.0,"Warsaw, (PL67), Poland",51.0,3.4,10,-2.92207792207793,,Warsaw,
1286299316.0,20260128.0,"Warsaw, (PL67), Poland",130.0,-4.4,8,-6.00226500566251,,Warsaw,
1286241637.0,20260128.0,"Warsaw, (PL67), Poland",43.0,2.8,14,0.37878787878788,,Warsaw,
1286299352.0,20260128.0,"Warsaw, (PL67), Poland",130.0,-4.4,2,-6.00226500566251,,Warsaw,
1286241651.0,20260128.0,"Warsaw, (PL67), Poland",20.0,3.0,8,0.37878787878788,,Warsaw,
1286203142.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,2,0.0,,Warsaw,
1286306668.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,2,-0.28248587570622,,Warsaw,
1286193978.0,20260128.0,"Warsaw, (PL67), Poland",190.0,-10.0,5,-3.88127853881279,,Warsaw,
1286325197.0,20260128.0,"Warsaw, (PL67), Poland",20.0,3.0,1,-1.953125,,Warsaw,
1286359390.0,20260128.0,"Warsaw, (PL67), Poland",173.0,-5.0,7,-2.00534759358289,,Warsaw,
1286241408.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,2,0.37878787878788,,Warsaw,
1286241648.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,2,0.37878787878788,,Warsaw,
1286241652.0,20260128.0,"Warsaw, (PL67), Poland",20.0,3.0,2,0.37878787878788,,Warsaw,
1286241646.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,2,0.37878787878788,,Warsaw,
1286220232.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,6,-2.35268747590945,,Warsaw,
1286306651.0,20260128.0,"Warsaw, (PL67), Poland",36.0,4.0,3,-0.28248587570622,,Warsaw,
1286272925.0,20260128.0,"Warsaw, (PL67), Poland",50.0,3.5,2,5.64853556485356,,Warsaw,
1286307090.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,5,-2.92207792207793,,Warsaw,
1286185425.0,20260128.0,"Warsaw, (PL67), Poland",51.0,3.4,10,-5.80912863070539,,Warsaw,
1286220230.0,20260128.0,"Warsaw, (PL67), Poland",154.0,-7.2,4,-2.35268747590945,,Warsaw,
1286319359.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,20,-1.8079804082759,,Warsaw,
1286306567.0,20260128.0,"Warsaw, (PL67), Poland",40.0,1.0,10,-0.28248587570622,,Warsaw,
1286318354.0,20260128.0,"Warsaw, (PL67), Poland",10.0,0.0,20,-1.8079804082759,,Warsaw,
1286327377.0,20260128.0,"Warsaw, (PL67), Poland",20.0,3.0,5,-9.57880434782607,,Warsaw,
1286325781.0,20260128.0,"Warsaw, (PL67), Poland",43.0,2.8,2,-1.953125,,Warsaw,
1286217444.0,20260128.0,"Warsaw, (PL67), Poland",80.0,5.0,9,-0.881041163997956,,Warsaw,
1286306091.0,20260128.0,"Warsaw, (PL67), Poland",40.0,1.0,10,-0.28248587570622,,Warsaw,
1286336204.0,20260128.0,"Warsaw, (PL67), Poland",192.0,-9.5,10,-0.343642611683852,,Warsaw,
1286220158.0,20260128.0,"Warsaw, (PL67), Poland",193.0,-10.0,16,-2.35268747590945,,Warsaw,
1286306669.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,4,-0.28248587570622,,Warsaw,
1286241645.0,20260128.0,"Warsaw, (PL67), Poland",43.0,2.8,8,0.37878787878788,,Warsaw,
1286272922.0,20260128.0,"Warsaw, (PL67), Poland",110.0,-2.0,1,5.64853556485356,,Warsaw,
1286304141.0,20260128.0,"Warsaw, (PL67), Poland",42.0,1.9,1,-1.78372352285396,,Warsaw,
